ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location
1008,Nyah Kur,nyahkur,ñahkur,Thailand,THA,cbn,Definitely endangered,"Lawa, Niahkual, Chaobon, Khondong",,10000,,15.6587,101.5068,
1248,Nyenkha,nyenkha,nyenkha,Bhutan,BTN,neh,Vulnerable,’Nyenkha; Henkha; Mangdebi-kha; Monpa; Ole Mönpa,,10000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.4595,90.4119,Mangde river valley
2283,Orang Hulu,orang hulu,yakuno,Malaysia,MYS,jak,Definitely endangered,Jakun,,10000,Bradley 2007,1.8871,103.984,
1718,Otoro,otoro,otoro,Sudan,SDN,otr,Severely endangered,Kawama,,10000,Ethnologue,11.1864,30.6353,
461,Solon,solon,solon,China,CHN,"evn, orh",Definitely endangered,,,10000,"В. И. Цинциус: Солонский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997.",48.166,119.4873,Morin Dawa Daur and Ewenki autonomous banners and adjacent areas of neighbouring banners in Hulun Buir League of Inner Mongolia as well as Nahe (Nehe) County of Heilongjiang Province
2440,Southern Tujia,tujia du sud,tujia meridional,China,CHN,tjs,Severely endangered,Mozi,,10000,Bradley 2007,28.258,109.9398,
2331,Taba,taba,taba,Indonesia,IDN,mky,Vulnerable,"East Makian, Makian Dalam",,10000,Grimes 2000,0.0659,127.4084,Maluku
2410,Talu,talu,talu,China,CHN,yta,Vulnerable,Taliu,,10000,Bradley 2007,26.5623,102.8506,
718,Tamazight (Tunisia),tamazight (Tunisie),tamazight (Túnez),Tunisia,TUN,rif,Severely endangered,"Currently referred to with generic term Tamazight. Locally often called Chilha (Shilha) or Chaouia. 
Also called Tamezret or Djerbi or Ghadamsi Berber (Tamazight)
Referred to as Nafusi by Ethnologue owing to its geographic proximity and lignuistic",,10000,"Published references on the language (see Pencheon, 1968, Daoud, 1991a, Battenburg, 1996, 1997; Baccouche, 1998, Battenburg, 1999, etc) are often cited. 
Current local sources (many published on the internet) include both linguists and members of the speech community.
",36.0313,9.8767,"The language is spoken on the island of Djerba (Adjin Guellala, Sadouikech, Elmal, Mahboubine, Sedghiane)  and in a few southern villages between Gafsa and the Libyan border. including Matmata (Zraoua, Taoujjout, Tamezret), Tataouine (Chouini, Douiret), Médenine, Kebili, Tozeur.
These villages numbered 13 in the 1950s and 1960s (Basset, Penchoen) but the data was even then inaccurate.
Recent claims (eg Congres Mondial Amazigh) suggest the existence of other, unaccounted linguistic communities in the North and near the Algerian border ((Monts de Tebessa, El Kef, Siliana) but there is no tangible evidence, although the claim is not implausible.


"
2027,Tayal,tayal,atayal,China,CHN,tay,Vulnerable,Atayal,,10000,,24.5458,121.3591,Taiwan Province
1723,Temein,temein,temeino,Sudan,SDN,teq,Severely endangered,"Ronge, Rone",,10000,"C. Stevenson, Ethnologue",11.8377,29.4625,"Temein hills southwest of Dilling, between Jebels Ghulfan Morung and Julud (Gulud). "
2296,Temiar,temiar,temiar,Malaysia,MYS,tea,Definitely endangered,,,10000,Bradley 2007,4.9493,101.4113,
1079,Trukhmen,trukhmen,trukhmenio,"Russian Federation, Turkmenistan","RUS, TKM",,Definitely endangered,Caucasian Turkmen,,10000,,44.4886,44.5385,mainly the north-eastern parts of Stavropol’ Region; an outlying dialect of Turkmen not listed at all by the SIL
120,Vidunda,vidunda,vidunda,United Republic of Tanzania,TZA,vid,Vulnerable,,,10000,Karsten Legère,-6.8664,37.304,
291,Kogui,kogui,cogui,Colombia,COL,kog,Vulnerable,"Cogui, Kogi, Kággaba. Language is called Kawgian.",,9911,"Arango and Sánchez, 'Los pueblos indígenas de Colombia'  (2004)
González and Rodríguez, 'Lenguas indígenas de Colombia' (2000)",10.8548,-74.0258,"Sierra Nevada de Santa Marta: northern section. Departments of Magdalena, César and La Guajira"
1297,Paloor,paloor,palor,Senegal,SEN,fap,Vulnerable,Sili,,9680,"Ethnologue, Adjaratou Sall",14.7801,-16.8035,2007
1780,Awakatek (Guatemala),awacatèque (Guatemala),aguacateco (Guatemala),Guatemala,GTM,,Vulnerable,,,9613,XI Censo Nacional de Población for number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations,15.3429,-91.312,"Aguacatán, western Huehuetenango department"
1541,Choctaw (Louisiana),choctaw (Louisiane),chocta (Luisiana),United States of America,USA,cho,Vulnerable,,,9500,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",31.6822,-92.1252,"Various locations in Mississippi, Oklahoma, and Louisiana.  Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   (Clifton, LA is at  Lat. N 31/18/17, Long. W 92/52/12.)"
896,Choctaw (Mississipi),choctaw (Mississippi),chocta (Mississipi),United States of America,USA,cho,Vulnerable,,,9500,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",32.7713,-89.1163,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).  The Choctaw Nation of Oklahoma is widely dispersed with many tribal members living outside the state.   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band. "
1542,Choctaw (Oklahoma),choctaw (Oklahoma),chocta (Oklahoma),United States of America,USA,cho,Vulnerable,,,9500,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",34.1472,-94.81,"Various locations in Mississippi, Oklahoma, and Louisiana.  The Choctaw Nation of  southeastern Oklahoma (centered in McCurtain County) is widely dispersed with many tribal members living outside the state.  The Mississippi Band of Choctaws live in seven small communities scattered throughout the state ( tribal headquarters in Philadelphia, MI).   Louisiana Choctaw speakers are found in two small state-recognized tribes, the Clifton Choctaws and the Jena Band."
1850,Gawar-Bati,gawar-bati,gavar-batí,"Pakistan, Afghanistan","PAK, AFG",gwt,Definitely endangered,"Gowari, Narsati, Narisati, Arandui, Satre",,9500,"Decker, Kendall D. 1992. Languages of Chitral.‭  Sociolinguistic Survey of Northern Pakistan, 5. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University and Summer Institute of Linguistics. xxii, 257 p.

Dr. George van Driem in Encyclopaedia of World Endangered Languages, ed. by Christopher Moseley. 2007",35.158,71.4083,"Kunar Valley, Afghanistan; Arandu, Southern Chitral, Pakistan"
2259,Taruang,darang deng,digarú,"China, India, Myanmar","CHN, IND, MMR",mhu,Vulnerable,"Digaru Mishmi, Taraon, Darang Deng",,9332,Bradley 2006,28.12,95.88,
1088,Khaling,khaling,jalingo,Nepal,NPL,klr,Definitely endangered,खालिङ; Khael; Khäl,,9288,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.5781,86.7163,Solukhumbu district
1485,Western Tarahumara,tarahumara occidental,tarahumara occidental,Mexico,MEX,,Vulnerable,rarómari raicha,,9196,"Contributor Zarina Estrada, 2000 Census and information provided by INALI",27.3361,-108.5007,"Municipalities of Chínipas, Maguarichi, Rocoroibo, Urique and Uruachi in the state of Chihuahua"
2362,Nunavimmiutitut,nunavimmiutitut,nunavimmiutitut,Canada,CAN,ike,Vulnerable,,,9105,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",58.1665,-68.3605,Spread over 15 communities in Canada
275,Woods Cree,cree des bois,clisteno del bosque,Canada,CAN,cwd,Vulnerable,Rocky Cree,,9095,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",55.1711,-102.9061,Spread over 24 communities in Canada
2244,Phula (Viet Nam),phula (Viet Nam),pula (Vietnam),Viet Nam,VNM,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Definitely endangered,,,9046,Bradley 2007,22.7833,105.4666,
1085,Dol-po,dolpo,dolpo,Nepal,NPL,dre,Definitely endangered,D'ölpo; Phoke Dolpa; Dolpa Tibetan; Dolpike,,9000,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",29.2193,83.0676,Dolpa district up to Tibetan border
2581,Helong,helong,helong,Indonesia,IDN,heg,Severely endangered,,,9000,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10.1905,123.5247,Timor
2337,Lisela,lisela,lisela,Indonesia,IDN,lcl,Vulnerable,,,9000,Grimes 2000,-3.2392,127.0239,Maluku
1219,Motuo Menba,menba de Motuo,monpa de Motuo,"China, India","CHN, IND",tsj,Definitely endangered,Eastern Monpa,,9000,Bradley 2007,28.664,94.0347,"Arunachal Pradesh, West Siang Dt., esp. in and around Menchuka "
1889,Panamahka,panamahka,panamaka,Nicaragua,NIC,sum,Vulnerable,Sumo,,9000,"The Green Book of Language Revitalization in Practice: Toward a Sustainable World De Leanne Hinton, Kenneth Locke Hale Collaborateur Leanne Hinton, Kenneth Locke Hale Publié par Emerald Group Publishing, 2001 ISBN 0123493536",14.2856,-84.5947,Community of Musawas
880,Zuni,zuni,zuñí,United States of America,USA,zun,Vulnerable,,,9000,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35.082,-108.76,Zuni Pueblo in western New Mexico.
1750,Mopán (Belize),mopán (Belize),mopán (Belize),Belize,BLZ,mop,Severely endangered,,,8980,"The census figures come from internet: Population and Housing Census as recorded by the Centro Centroamericano de Población, Universidad de Costa Rica.  This holds for all the indigenous lgs of Belize",16.2449,-88.8654,"Toledo, Stann Creek, Cayo"
1728,Tulishi,tulishi,tulishi,Sudan,SDN,tey,Severely endangered,"Thulesh, Thulishi, Kuntulishi",,8628,Ethnologue,11.5984,29.0917,
1016,Central Cuicatec,cuicatèque central,cuicateco central,Mexico,MEX,"cux, cut",Vulnerable,dbaku,,8621,Census 2000 and information provided by INALI,17.8,-96.961,"Several municipalities in the state of Oaxaca, among them: Concepción Pápalo, San Juan Bautista Cuicatlán,  San Juan Tepeuxila, San Pedro Sochiapan, Santa María Pápalo, and Santos Reyes Pápalo"
1685,Ts'amay,ts'amakko,tsamai,Ethiopia,ETH,tsb,Definitely endangered,Tsamai,,8621,"Census, ongoing research by Graziano Sava, Mauro Tosco ",5.4382,37.2463,
1604,Phalura,phalura,phalura,Pakistan,PAK,phl,Definitely endangered,"Palula, Palola, Phalulo, Dangarik, Biyori",,8600,"Decker, Kendall D. 1992. Languages of Chitral. Sociolinguistic Survey of Northern Pakistan, 5. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University and Summer Institute of Linguistics. xxii, 257 p.
Available at http://www.sil.org/sociolx/pubs/32850_SSNP05.pdf.
",35.7264,71.7434,"Eight villages in Sourthern Chitral, near Drosh, NWFP, Pakistan"
1268,Northern Popoloc,popoloc septentrional,popoloca septentrional,Mexico,MEX,,Vulnerable,ngigua,,8597,Census 2000 and information provided by INALI,18.6818,-97.658,"Municipality of Tlacotepec de Benito Juárez, state of Puebla"
1274,Ixcatlán Mazatec,mazatèque d'Ixcatlán,mazateco de Ixcatlán,Mexico,MEX,mzi,Vulnerable,"en ningotsie, Mazateco de la presa bajo",,8593,Census 2000 and information provided by INALI,18.1447,-96.4855,"Municipality of San Pedro Ixcatlán, state of Oaxaca"
918,Patla-Chicontla Totonac,totonaque de Patla-Chicontla,totonacano de Patla,Mexico,MEX,tku,Severely endangered,"Totonaco del rio Necaxa, Upper Necaxa Totonac",,8590,Contributors: Carolyn MacKay and Frank Treschel; their sources are the 2005 Census and information by INALI,20.1644,-97.6927,"Patla, Chicontla, San Pedro Tlaolantongo in the municipality of Jopala, state of Puebla; Zihuatleutla, state of Puebla"
1647,Toram,toram,toram,Chad,TCD,trj,Severely endangered,,,8456,Ethnologue,11.1581,19.6023,
994,Northwestern Tlapanec,tlapanèque nord-occidental,tlapaneco noroccidental,Mexico,MEX,,Vulnerable,,,8409,Census 2000 and information provided by INALI,17.5595,-98.9332,"Municipality of Atlixtac, state of Guerrero"
271,Dene,dene,dené,Canada,CAN,chp,Vulnerable,Chipewyan,,8195,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",56.4807,-109.4127,Spread over 28 communities in Canada
1526,Micmac (Massachusetts),micmac (Massachusetts),micmac (Massachussets),United States of America,USA,mic,Definitely endangered,"Mi´kmaq, Mi’gmaq, Miikmaq, Mi'gmaw",,8145,Golla et al ms.,42.3589,-71.0578,"The majority of U.S. speakers live in the Boston, Massachusetts area; Canadian communities are Restigouche, Quebec; Big Cove, New Brunswick; and Eskasoni,  Nova Scotia."
88,Argobba,argobba,argobba,Ethiopia,ETH,agj,Critically endangered,,,8000,"Andreas Wetter, Ethnologue",10.5958,39.9792,
708,Austral dialects,dialectes des Iles Australes,dialectos de las islas Australes,French Polynesia (France),PYF,aut,Definitely endangered,"Rurutu, Tupuai, Rimatara, Raivavae",,8000,"Wurm, Stephen 2007. 'Australia and the Pacific', pp. 425-578 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.
Grimes 2000",-23.3775,-149.4909,"Austral Islands (Rurutu, Tupuai, Rimatara, Raivavae)"
1693,Belanda Bor,belanda bor,belanda bor,Sudan,SDN,bxb,Definitely endangered,De Bor,,8000,Ethnologue,6.4954,27.7404,
1701,Feroge,feroge,feroge,Sudan,SDN,fer,Vulnerable,Kaligi (dialect? Indri),,8000,Ethnologue,8.5049,25.7189,
1980,Hachijō,hachijō,hachijō,Japan,JPN,,Definitely endangered,,,8000,Akihiro Kaneda: The tense-aspect system and evidentiality in the Hachijo dialect. Lingua Posnaniensis 47 (2005): 75–86.,33.11,139.7891,the Hachijō and Aogashima Islands of the Izu Archipelago south of Tokyo; an outlying dialect of Japanese not listed at all by the SIL
1853,Inga,inga,inga,Colombia,COL,"inb, inj",Severely endangered,"Inga, Ingano",,8000,Arango & Sánchez. Los pueblos indígenas de Colombia en el umbral del nuevo milenio. 2004.,1.1658,-77.0011,"Sibundoy Valley in and around Santiago, San Andrés and Colón; Aponte (Department of Nariño)"
67,Kanga,kanga,canga,Sudan,SDN,kcp,Severely endangered,,,8000,Ethnologue,10.844,29.4708,
2424,Lajia,lajia,lakia,China,CHN,lbc,Definitely endangered,"Lakkia, Chashan Yao",,8000,Bradley 2007,23.7439,110.0526,
1255,Lakha,lakha,lakha,Bhutan,BTN,lkh,Definitely endangered,Tsangkha,,8000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.5898,90.3735,’Wangdi Phodr’a district
2187,Mbya Guarani (Paraguay),mbyá guarani (Paraguay),guaraní mbyá (Paraguay),Paraguay,PRY,gun,Definitely endangered,,,8000,,-26.5099,-55.2832,
1675,Mundurukú,mundurukú,mundurucú,Brazil,BRA,myu,Vulnerable,Mundurucu,,8000,"Moore, 2008.",-8.1027,-57.3486,
767,Ojibwe,ojibwe,oyibua,United States of America,USA,ciw,Severely endangered,"Anishinaabemowin, Ojibwa, Chippewa",,8000,"Golla et al. ms.
U.S. Census 2000 (http://www.mla.org/map_data_results&mode=lang_tops&SRVY_YEAR=2000&lang_id=819)",46.0706,-93.6677,"Spoken in the states of Minnesota, Wisconsin, and Michigan."
586,Quichua (Salasaca),quichua (Salasaca),quichua (Salasaca),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,"Kichwa, Runashimi, Runa simi, Salasaca Quichua, Quichua Salasaca Highland (Ethnologue)",,8000,"- Consejo Nacional de Planificación de los Indios y Negros del Ecuador, CONPLADEIN, Ayuda Memoria del Taller de Nacionalidades y Pueblos, julio 1998. 
- Ministerio del Ambiente, Sistema de Áreas Protegidas, SNAP, 2001. 
- CODENPE - SIDENPE - SIISE, 2002
- http://www.codenpe.gov.ec/salasaka.htm",-1.3511,-78.6511,"Province of Tungurahua (Central Highlands), San Pedro de Pelileo county, García Moreno and  Salasaca Parishes"
